temperature_2m_(°C),relative_humidity_2m_(%),dew_point_2m_(°C),apparent_temperature_(°C),precipitation_(mm),rain_(mm),weather_code_(wmo_code),pressure_msl_(hPa),surface_pressure_(hPa),cloud_cover_(%),cloud_cover_low_(%),cloud_cover_mid_(%),cloud_cover_high_(%),et0_fao_evapotranspiration_(mm),vapour_pressure_deficit_(kPa),wind_speed_10m_(km/h),wind_speed_100m_(km/h),wind_direction_10m_(°),wind_direction_100m_(°),wind_gusts_10m_(km/h),soil_temperature_0_to_7cm_(°C),soil_temperature_7_to_28cm_(°C),soil_temperature_28_to_100cm_(°C),soil_temperature_100_to_255cm_(°C),soil_moisture_0_to_7cm_(m³/m³),soil_moisture_7_to_28cm_(m³/m³),soil_moisture_28_to_100cm_(m³/m³),soil_moisture_100_to_255cm_(m³/m³),pm10_(μg/m³),pm2_5_(μg/m³),carbon_monoxide_(μg/m³),nitrogen_dioxide_(μg/m³),sulphur_dioxide_(μg/m³),ozone_(μg/m³),uv_index_clear_sky,uv_index,dust_(μg/m³),aerosol_optical_depth,hour,dayofweek,month,is_weekend,is_night,sin_hour,cos_hour,pm2_5_(μg/m³)_lag1,pm10_(μg/m³)_lag1,ozone_(μg/m³)_lag1,dust_(μg/m³)_lag1,pm2_5_(μg/m³)_lag3,pm10_(μg/m³)_lag3,ozone_(μg/m³)_lag3,dust_(μg/m³)_lag3,pm2_5_(μg/m³)_lag6,pm10_(μg/m³)_lag6,ozone_(μg/m³)_lag6,dust_(μg/m³)_lag6,pm2_5_(μg/m³)_lag12,pm10_(μg/m³)_lag12,ozone_(μg/m³)_lag12,dust_(μg/m³)_lag12,pm2_5_(μg/m³)_lag24,pm10_(μg/m³)_lag24,ozone_(μg/m³)_lag24,dust_(μg/m³)_lag24,pm2_5_(μg/m³)_rollmean3,pm10_(μg/m³)_rollmean3,ozone_(μg/m³)_rollmean3,pm2_5_(μg/m³)_rollmean6,pm10_(μg/m³)_rollmean6,ozone_(μg/m³)_rollmean6,pm2_5_(μg/m³)_rollmean12,pm10_(μg/m³)_rollmean12,ozone_(μg/m³)_rollmean12,pm2_5_tier
0.5112107623318386,0.7088607594936709,0.8009950248756218,0.6000000000000001,0.0,0.0,3,0.4292452830188722,0.4292452830188722,1.0,0.01,1.0,1.0,0.3023255813953489,0.18458417849898584,0.3961538461538462,0.3391521197007481,0.5988857938718664,0.6016713091922006,0.38852097130242824,0.2847682119205298,0.2666666666666666,0.26666666666666705,0.38888888888889106,0.9456066945606694,0.9243697478991595,0.45238095238095255,0.06666666666666643,0.02146912704045422,0.02104996195790008,0.014800474614375819,0.02030201342281879,0.02354145342886387,0.033464566929133854,0.6058394160583943,0.21673003802281368,0.0,0.027607361963190184,10,4,8,0,0,0.49999999999999994,-0.8660254037844387,0.02231803195536394,0.022711142654364795,0.031496062992125984,0.0,0.018006593963986815,0.018275372604684172,0.03248031496062992,0.0,0.016738523966522954,0.01721078779276082,0.03543307086614173,0.0,0.025868627948262748,0.026437189496096518,0.01968503937007874,0.0,0.02130357595739285,0.022001419446415895,0.03740157480314961,0.0,0.023058694859642726,0.02334928229665072,0.033254954652334565,0.022612689063045973,0.022872858933296193,0.035054063480990584,0.0268467707893626,0.027221023730143158,0.03556280587275694,0
0.5515695067264573,0.6329113924050633,0.7810945273631841,0.6105263157894736,0.0,0.0,3,0.4103773584905639,0.410377358490571,1.0,0.09,1.0,1.0,0.39534883720930236,0.2393509127789047,0.46923076923076923,0.4014962593516209,0.6183844011142061,0.6155988857938719,0.5629139072847683,0.3112582781456954,0.2740740740740737,0.26666666666666705,0.38888888888889106,0.9351464435146444,0.9201680672268906,0.4583333333333335,0.06666666666666643,0.023066004258339247,0.022571645954856712,0.013738837194779242,0.01912751677852349,0.02354145342886387,0.03740157480314961,0.8284671532846716,0.22433460076045628,0.0,0.030674846625766868,11,4,8,0,0,0.258819045102521,-0.9659258262890682,0.02104996195790008,0.02146912704045422,0.033464566929133854,0.0,0.020796347958407308,0.021291696238467,0.03248031496062992,0.0,0.01648490996703018,0.016855926188786372,0.0344488188976378,0.0,0.02485417195029166,0.02537260468417317,0.021653543307086614,0.0,0.026629469946741063,0.027501774308019873,0.04429133858267716,0.0,0.023696682464454975,0.023987240829346092,0.034934497816593885,0.023810712324664304,0.024091352179362206,0.0355772584583188,0.026593499366821444,0.026966071778780146,0.037302882001087556,0
0.5739910313901345,0.620253164556962,0.7860696517412934,0.6175438596491227,0.0,0.0,3,0.37735849056603854,0.37735849056603854,1.0,0.18,0.99,1.0,0.5,0.2596348884381339,0.5692307692307693,0.45386533665835405,0.6072423398328691,0.6072423398328691,0.6357615894039735,0.3410596026490065,0.2814814814814812,0.2533333333333334,0.38888888888889106,0.9246861924686192,0.9159663865546217,0.4583333333333335,0.06666666666666643,0.02572746628814762,0.0253613999492772,0.011428214575657278,0.016610738255033557,0.02217673149095872,0.04232283464566929,0.9379562043795622,0.20532319391634982,0.0,0.03374233128834356,12,4,8,0,0,1.2246467991473532e-16,-1.0,0.022571645954856712,0.023066004258339247,0.03740157480314961,0.0,0.02231803195536394,0.022711142654364795,0.031496062992125984,0.0,0.01648490996703018,0.017033356990773598,0.033464566929133854,0.0,0.023332487953335028,0.023775727466288143,0.025590551181102362,0.0,0.03677402992645194,0.03761533002129169,0.0531496062992126,0.0,0.024790375501275972,0.02507177033492823,0.038629492777964396,0.025557829581191037,0.025797242723854613,0.037146843390303455,0.026818629520191362,0.02718180035301039,0.03915171288743882,0
0.5695067264573991,0.6329113924050633,0.8059701492537313,0.6456140350877193,0.004587155963302752,0.004587155963302752,4,0.3443396226415061,0.3443396226415132,1.0,0.19,1.0,1.0,0.5581395348837209,0.24340770791075053,0.5384615384615385,0.44389027431421446,0.626740947075209,0.6295264623955432,0.6357615894039735,0.3675496688741722,0.28888888888888875,0.2533333333333334,0.38888888888889106,0.912133891213389,0.9075630252100839,0.4583333333333335,0.06666666666666643,0.03105039034776437,0.030180065939639872,0.009679635296321739,0.014932885906040269,0.021153190037529856,0.05019685039370079,0.905109489051095,0.19771863117870722,0.0,0.03680981595092024,13,4,8,0,0,-0.2588190451025208,-0.9659258262890683,0.0253613999492772,0.02572746628814762,0.04232283464566929,0.0,0.02104996195790008,0.02146912704045422,0.033464566929133854,0.0,0.018006593963986815,0.018275372604684172,0.03248031496062992,0.0,0.022571645954856712,0.023243435060326473,0.02952755905511811,0.0,0.041592695916814616,0.042405961674946764,0.06496062992125984,0.0,0.028071454611738975,0.02851674641148326,0.04433993953644609,0.027953876104427698,0.028303857401476114,0.04028601325427276,0.02766286759532855,0.028044714649931357,0.04143556280587275,1
0.5381165919282512,0.6455696202531646,0.7810945273631841,0.5859649122807018,0.03669724770642201,0.03669724770642201,5,0.2924528301886795,0.2924528301886795,1.0,1.0,0.46,1.0,0.48837209302325585,0.2271805273833672,0.6230769230769231,0.4987531172069825,0.6462395543175488,0.6434540389972145,0.642384105960265,0.3774834437086092,0.3037037037037038,0.2533333333333334,0.38888888888889106,0.9225941422594142,0.903361344537815,0.4583333333333335,0.06666666666666643,0.03814762242725337,0.03728125792543749,0.010866171235870855,0.016610738255033557,0.023882633913340157,0.058070866141732284,0.7262773722627738,0.2661596958174905,0.0,0.046012269938650305,14,4,8,0,0,-0.4999999999999997,-0.8660254037844388,0.030180065939639872,0.03105039034776437,0.05019685039370079,0.0,0.022571645954856712,0.023066004258339247,0.03740157480314961,0.0,0.020796347958407308,0.021291696238467,0.03248031496062992,0.0,0.021810803956378393,0.02217885024840312,0.031496062992125984,0.0,0.04514329190971342,0.04595457771469127,0.07381889763779527,0.0,0.033357637623040476,0.03393939393939394,0.051394020826335235,0.031198522437977338,0.0316111962122267,0.044820369724450644,0.02937948501477417,0.029809766620906057,0.04437194127243067,1
0.5246636771300449,0.6962025316455697,0.8059701492537313,0.6140350877192982,0.09633027522935779,0.09633027522935779,7,0.25,0.25,1.0,0.08,0.36,1.0,0.3372093023255814,0.19675456389452334,0.38461538461538464,0.3466334164588528,0.5821727019498608,0.584958217270195,0.6512141280353202,0.36423841059602635,0.3111111111111109,0.2533333333333334,0.38888888888889106,0.9686192468619248,0.903361344537815,0.4642857142857144,0.06666666666666643,0.04063165365507452,0.039310169921379666,0.013239243114969088,0.019463087248322148,0.027294438758103036,0.06692913385826771,0.48175182481751827,0.20532319391634982,0.0,0.04294478527607362,15,4,8,0,0,-0.7071067811865471,-0.7071067811865479,0.03728125792543749,0.03814762242725337,0.058070866141732284,0.0,0.0253613999492772,0.02572746628814762,0.04232283464566929,0.0,0.02231803195536394,0.022711142654364795,0.031496062992125984,0.0,0.0190210499619579,0.019517388218594747,0.033464566929133854,0.0,0.04590413390819174,0.04684173172462739,0.0826771653543307,0.0,0.03837039737513672,0.03929824561403509,0.05979173664763185,0.03454300404332851,0.03512741957944575,0.05109870945238926,0.03163078654847334,0.032143557560305944,0.04806960304513323,1
0.5381165919282512,0.6708860759493671,0.8059701492537313,0.6035087719298247,0.004587155963302752,0.004587155963302752,4,0.23113207547169878,0.2311320754717059,1.0,0.19,0.53,1.0,0.3023255813953489,0.2089249492900609,0.5384615384615385,0.4788029925187032,0.5320334261838441,0.5348189415041783,0.5960264900662252,0.3543046357615893,0.32592592592592595,0.2533333333333334,0.38888888888889106,0.9602510460251046,0.903361344537815,0.4642857142857144,0.06666666666666643,0.03637331440738112,0.03474511793050977,0.01567476425404359,0.023657718120805367,0.029682702149437055,0.07086614173228346,0.2445255474452555,0.1673003802281369,0.0,0.03987730061349693,16,4,8,0,0,-0.8660254037844385,-0.5000000000000004,0.039310169921379666,0.04063165365507452,0.06692913385826771,0.0,0.030180065939639872,0.03105039034776437,0.05019685039370079,0.0,0.02104996195790008,0.02146912704045422,0.033464566929133854,0.0,0.016738523966522954,0.01721078779276082,0.03543307086614173,0.0,0.04184630991630739,0.042760823278921216,0.0826771653543307,0.0,0.04001093693036822,0.04121212121212122,0.066845817937521,0.03723855638196974,0.038051803370004175,0.057725845831880014,0.03362881665963134,0.034261619925475585,0.051984774333877104,1
0.5022421524663677,0.7088607594936709,0.7910447761194029,0.5859649122807018,0.05045871559633027,0.05045871559633027,6,0.23584905660377586,0.23584905660377586,1.0,0.31,0.9400000000000001,1.0,0.16279069767441862,0.1825557809330629,0.4153846153846154,0.4364089775561097,0.5403899721448469,0.5515320334261838,0.6026490066225165,0.32781456953642385,0.32592592592592595,0.2533333333333334,0.38888888888889106,0.9790794979079498,0.903361344537815,0.4642857142857144,0.06666666666666643,0.030518097941802692,0.028911995942176014,0.0158621120339724,0.026677852348993288,0.027294438758103036,0.060039370078740155,0.08029197080291972,0.03802281368821293,0.0,0.04294478527607362,17,4,8,0,0,-0.9659258262890683,-0.25881904510252063,0.03474511793050977,0.03637331440738112,0.07086614173228346,0.0,0.03728125792543749,0.03814762242725337,0.058070866141732284,0.0,0.022571645954856712,0.023066004258339247,0.03740157480314961,0.0,0.01648490996703018,0.016855926188786372,0.0344488188976378,0.0,0.03474511793050977,0.035663591199432215,0.06594488188976377,0.0,0.03700328107911047,0.0384688995215311,0.06751763520322472,0.03848649727948884,0.039513995265283375,0.061737007324729684,0.03500773884902209,0.03577171994508727,0.05481239804241436,0
0.46188340807174877,0.7974683544303797,0.8258706467661691,0.5719298245614033,0.004587155963302752,0.004587155963302752,4,0.26415094339622414,0.26415094339623124,1.0,0.1,1.0,1.0,0.06976744186046512,0.11764705882352942,0.3807692307692308,0.4314214463840399,0.5515320334261838,0.5571030640668524,0.35761589403973515,0.30132450331125826,0.33333333333333304,0.2533333333333334,0.38888888888889106,0.9728033472803348,0.9075630252100839,0.4642857142857144,0.06666666666666643,0.02714691270404542,0.025615013948769975,0.015362517954162245,0.029530201342281882,0.022517911975435005,0.04232283464566929,0.010948905109489052,0.0076045627376425855,0.0,0.04294478527607362,18,4,8,0,0,-1.0,-1.8369701987210297e-16,0.028911995942176014,0.030518097941802692,0.060039370078740155,0.0,0.039310169921379666,0.04063165365507452,0.06692913385826771,0.0,0.0253613999492772,0.02572746628814762,0.04232283464566929,0.0,0.01648490996703018,0.017033356990773598,0.033464566929133854,0.0,0.030180065939639872,0.030872959545777144,0.03937007874015748,0.0,0.03208166241341597,0.033620414673046245,0.059119919381928114,0.038536414915389616,0.03979250800724132,0.061737007324729684,0.036020824539186716,0.036889586193371245,0.055791190864600326,0
0.49327354260089684,0.7848101265822786,0.8457711442786068,0.6175438596491227,0.013761467889908256,0.013761467889908256,4,0.28301886792452535,0.28301886792452535,1.0,0.16,0.98,1.0,0.04651162790697675,0.1338742393509128,0.29615384615384616,0.3291770573566084,0.6128133704735377,0.6295264623955432,0.3090507726269316,0.29801324503311255,0.33333333333333304,0.2533333333333334,0.38888888888889106,0.8765690376569037,0.8613445378151257,0.4642857142857144,0.06666666666666643,0.03353442157558552,0.03246259193507482,0.02423031287079248,0.0511744966442953,0.03241214602524735,0.01968503937007874,0.0,0.0,0.0,0.03987730061349693,19,4,8,0,0,-0.9659258262890684,0.2588190451025203,0.025615013948769975,0.02714691270404542,0.04232283464566929,0.0,0.03474511793050977,0.03637331440738112,0.07086614173228346,0.0,0.030180065939639872,0.03105039034776437,0.05019685039370079,0.0,0.018006593963986815,0.018275372604684172,0.03248031496062992,0.0,0.03347704793304591,0.03424414478353442,0.018700787401574805,0.0,0.031261392635800224,0.03259968102073365,0.04165267047363118,0.038985673638496476,0.040279905305667725,0.05633065922567144,0.03762487688194737,0.0385761914100804,0.0543773790103317,1
0.47085201793721987,0.8354430379746834,0.8557213930348259,0.6210526315789475,0.0,0.0,3,0.339622641509429,0.3396226415094361,1.0,0.13,0.38,1.0,0.0,0.10141987829614606,0.1807692307692308,0.25187032418952615,0.7242339832869081,0.701949860724234,0.1986754966887417,0.2781456953642384,0.33333333333333304,0.2533333333333334,0.38888888888889106,0.8786610878661087,0.8571428571428568,0.4642857142857144,0.06666666666666643,0.037083037615330015,0.03601318792797363,0.02266908137138575,0.048489932885906036,0.03138860457181849,0.018700787401574805,0.0,0.0,0.0,0.03680981595092024,20,4,8,0,1,-0.8660254037844386,0.5000000000000001,0.03246259193507482,0.03353442157558552,0.01968503937007874,0.0,0.028911995942176014,0.030518097941802692,0.060039370078740155,0.0,0.03728125792543749,0.03814762242725337,0.058070866141732284,0.0,0.020796347958407308,0.021291696238467,0.03248031496062992,0.0,0.03220897793558205,0.03282469836763662,0.018700787401574805,0.0,0.03381334305504922,0.03496012759170654,0.02754450789385287,0.03873608545899267,0.040071020749199264,0.04935472619462853,0.03931335303222175,0.04032163169248872,0.05285481239804242,1
